as_of_date,source_reference,position_type,currency,balance,counterparty_reference,product_code,gl_account_code,attributes.balance_ghs,attributes.branch_id
2024-10-28,CASH-BOG,CASH,GHS,40254944.36,CP-BOG,CASH-BOG,GL-1020,40254944.36,ACC-HQ
2024-10-29,CASH-VAULT,CASH,GHS,18060461.24,,CASH-VAULT,GL-1010,18060461.24,ACC-HQ
2024-10-29,CASH-BOG,CASH,GHS,40003307.90,CP-BOG,CASH-BOG,GL-1020,40003307.90,ACC-HQ
2024-10-30,CASH-VAULT,CASH,GHS,17958573.67,,CASH-VAULT,GL-1010,17958573.67,ACC-HQ
2024-10-30,CASH-BOG,CASH,GHS,39774364.79,CP-BOG,CASH-BOG,GL-1020,39774364.79,ACC-HQ
2024-10-31,CASH-VAULT,CASH,GHS,17846447.39,,CASH-VAULT,GL-1010,17846447.39,ACC-HQ
2024-10-31,CASH-BOG,CASH,GHS,38338191.03,CP-BOG,CASH-BOG,GL-1020,38338191.03,ACC-HQ
2024-11-01,CASH-VAULT,CASH,GHS,17763745.34,,CASH-VAULT,GL-1010,17763745.34,ACC-HQ
2024-11-01,CASH-BOG,CASH,GHS,40519833.96,CP-BOG,CASH-BOG,GL-1020,40519833.96,ACC-HQ
2024-11-04,CASH-VAULT,CASH,GHS,17461719.47,,CASH-VAULT,GL-1010,17461719.47,ACC-HQ
2024-11-04,CASH-BOG,CASH,GHS,39840345.63,CP-BOG,CASH-BOG,GL-1020,39840345.63,ACC-HQ
2024-11-05,CASH-VAULT,CASH,GHS,17862571.52,,CASH-VAULT,GL-1010,17862571.52,ACC-HQ
2024-11-05,CASH-BOG,CASH,GHS,38373970.84,CP-BOG,CASH-BOG,GL-1020,38373970.84,ACC-HQ
2024-11-06,CASH-VAULT,CASH,GHS,17771088.38,,CASH-VAULT,GL-1010,17771088.38,ACC-HQ
2024-11-06,CASH-BOG,CASH,GHS,39352093.51,CP-BOG,CASH-BOG,GL-1020,39352093.51,ACC-HQ
2024-11-07,CASH-VAULT,CASH,GHS,17675722.02,,CASH-VAULT,GL-1010,17675722.02,ACC-HQ
2024-11-07,CASH-BOG,CASH,GHS,40266826.13,CP-BOG,CASH-BOG,GL-1020,40266826.13,ACC-HQ
2024-11-08,CASH-VAULT,CASH,GHS,17033219.99,,CASH-VAULT,GL-1010,17033219.99,ACC-HQ
2024-11-08,CASH-BOG,CASH,GHS,40060103.70,CP-BOG,CASH-BOG,GL-1020,40060103.70,ACC-HQ
2024-11-11,CASH-VAULT,CASH,GHS,17772587.82,,CASH-VAULT,GL-1010,17772587.82,ACC-HQ
2024-11-11,CASH-BOG,CASH,GHS,39355813.11,CP-BOG,CASH-BOG,GL-1020,39355813.11,ACC-HQ
2024-11-12,CASH-VAULT,CASH,GHS,17117763.28,,CASH-VAULT,GL-1010,17117763.28,ACC-HQ
2024-11-12,CASH-BOG,CASH,GHS,40248306.43,CP-BOG,CASH-BOG,GL-1020,40248306.43,ACC-HQ
2024-11-13,CASH-VAULT,CASH,GHS,17552953.02,,CASH-VAULT,GL-1010,17552953.02,ACC-HQ
2024-11-13,CASH-BOG,CASH,GHS,40044851.92,CP-BOG,CASH-BOG,GL-1020,40044851.92,ACC-HQ
2024-11-14,CASH-VAULT,CASH,GHS,17474191.36,,CASH-VAULT,GL-1010,17474191.36,ACC-HQ
2024-11-14,CASH-BOG,CASH,GHS,39813328.87,CP-BOG,CASH-BOG,GL-1020,39813328.87,ACC-HQ
2024-11-15,CASH-VAULT,CASH,GHS,17851499.16,,CASH-VAULT,GL-1010,17851499.16,ACC-HQ
2024-11-15,CASH-BOG,CASH,GHS,39534266.71,CP-BOG,CASH-BOG,GL-1020,39534266.71,ACC-HQ
2024-11-18,CASH-VAULT,CASH,GHS,17559833.37,,CASH-VAULT,GL-1010,17559833.37,ACC-HQ
2024-11-18,CASH-BOG,CASH,GHS,38877590.16,CP-BOG,CASH-BOG,GL-1020,38877590.16,ACC-HQ
2024-11-19,CASH-VAULT,CASH,GHS,17972137.74,,CASH-VAULT,GL-1010,17972137.74,ACC-HQ
2024-11-19,CASH-BOG,CASH,GHS,39805128.33,CP-BOG,CASH-BOG,GL-1020,39805128.33,ACC-HQ
2024-11-20,CASH-VAULT,CASH,GHS,17869262.46,,CASH-VAULT,GL-1010,17869262.46,ACC-HQ
2024-11-20,CASH-BOG,CASH,GHS,39574001.89,CP-BOG,CASH-BOG,GL-1020,39574001.89,ACC-HQ
2024-11-21,CASH-VAULT,CASH,GHS,17263646.96,,CASH-VAULT,GL-1010,17263646.96,ACC-HQ
2024-11-21,CASH-BOG,CASH,GHS,40522417.58,CP-BOG,CASH-BOG,GL-1020,40522417.58,ACC-HQ
2024-11-22,CASH-VAULT,CASH,GHS,17666925.95,,CASH-VAULT,GL-1010,17666925.95,ACC-HQ
2024-11-22,CASH-BOG,CASH,GHS,40301240.64,CP-BOG,CASH-BOG,GL-1020,40301240.64,ACC-HQ
2024-11-25,CASH-VAULT,CASH,GHS,17380141.22,,CASH-VAULT,GL-1010,17380141.22,ACC-HQ
2024-11-25,CASH-BOG,CASH,GHS,39656515.37,CP-BOG,CASH-BOG,GL-1020,39656515.37,ACC-HQ
2024-11-26,CASH-VAULT,CASH,GHS,17816243.28,,CASH-VAULT,GL-1010,17816243.28,ACC-HQ
2024-11-26,CASH-BOG,CASH,GHS,40638597.23,CP-BOG,CASH-BOG,GL-1020,40638597.23,ACC-HQ
2024-11-27,CASH-VAULT,CASH,GHS,17707447.87,,CASH-VAULT,GL-1010,17707447.87,ACC-HQ
2024-11-27,CASH-BOG,CASH,GHS,39208576.60,CP-BOG,CASH-BOG,GL-1020,39208576.60,ACC-HQ
2024-11-28,CASH-VAULT,CASH,GHS,17629821.32,,CASH-VAULT,GL-1010,17629821.32,ACC-HQ
2024-11-28,CASH-BOG,CASH,GHS,39033352.60,CP-BOG,CASH-BOG,GL-1020,39033352.60,ACC-HQ
2024-11-29,CASH-VAULT,CASH,GHS,17520679.24,,CASH-VAULT,GL-1010,17520679.24,ACC-HQ
2024-11-29,CASH-BOG,CASH,GHS,39973862.77,CP-BOG,CASH-BOG,GL-1020,39973862.77,ACC-HQ
2024-11-30,CASH-VAULT,CASH,GHS,17426690.05,,CASH-VAULT,GL-1010,17426690.05,ACC-HQ
2024-11-30,CASH-BOG,CASH,GHS,39762370.10,CP-BOG,CASH-BOG,GL-1020,39762370.10,ACC-HQ
2024-12-02,CASH-VAULT,CASH,GHS,17846519.00,,CASH-VAULT,GL-1010,17846519.00,ACC-HQ
2024-12-02,CASH-BOG,CASH,GHS,39516917.98,CP-BOG,CASH-BOG,GL-1020,39516917.98,ACC-HQ
2024-12-03,CASH-VAULT,CASH,GHS,17775064.16,,CASH-VAULT,GL-1010,17775064.16,ACC-HQ
2024-12-03,CASH-BOG,CASH,GHS,40494879.95,CP-BOG,CASH-BOG,GL-1020,40494879.95,ACC-HQ
2024-12-04,CASH-VAULT,CASH,GHS,17660973.80,,CASH-VAULT,GL-1010,17660973.80,ACC-HQ
2024-12-04,CASH-BOG,CASH,GHS,40293591.37,CP-BOG,CASH-BOG,GL-1020,40293591.37,ACC-HQ
2024-12-05,CASH-VAULT,CASH,GHS,17578951.88,,CASH-VAULT,GL-1010,17578951.88,ACC-HQ
2024-12-05,CASH-BOG,CASH,GHS,38913475.49,CP-BOG,CASH-BOG,GL-1020,38913475.49,ACC-HQ
2024-12-06,CASH-VAULT,CASH,GHS,18000900.70,,CASH-VAULT,GL-1010,18000900.70,ACC-HQ
2024-12-06,CASH-BOG,CASH,GHS,39862533.18,CP-BOG,CASH-BOG,GL-1020,39862533.18,ACC-HQ
2024-12-09,CASH-VAULT,CASH,GHS,17705869.82,,CASH-VAULT,GL-1010,17705869.82,ACC-HQ
2024-12-09,CASH-BOG,CASH,GHS,39198268.01,CP-BOG,CASH-BOG,GL-1020,39198268.01,ACC-HQ
2024-12-10,CASH-VAULT,CASH,GHS,17606630.12,,CASH-VAULT,GL-1010,17606630.12,ACC-HQ
2024-12-10,CASH-BOG,CASH,GHS,40116845.39,CP-BOG,CASH-BOG,GL-1020,40116845.39,ACC-HQ
2024-12-11,CASH-VAULT,CASH,GHS,18024186.59,,CASH-VAULT,GL-1010,18024186.59,ACC-HQ
2024-12-11,CASH-BOG,CASH,GHS,39914502.14,CP-BOG,CASH-BOG,GL-1020,39914502.14,ACC-HQ
2024-12-12,CASH-VAULT,CASH,GHS,17388296.61,,CASH-VAULT,GL-1010,17388296.61,ACC-HQ
2024-12-12,CASH-BOG,CASH,GHS,39680804.45,CP-BOG,CASH-BOG,GL-1020,39680804.45,ACC-HQ
2024-12-13,CASH-VAULT,CASH,GHS,17813576.73,,CASH-VAULT,GL-1010,17813576.73,ACC-HQ
2024-12-13,CASH-BOG,CASH,GHS,39440535.12,CP-BOG,CASH-BOG,GL-1020,39440535.12,ACC-HQ
2024-12-16,CASH-VAULT,CASH,GHS,17518964.63,,CASH-VAULT,GL-1010,17518964.63,ACC-HQ
2024-12-16,CASH-BOG,CASH,GHS,39975605.77,CP-BOG,CASH-BOG,GL-1020,39975605.77,ACC-HQ
2024-12-17,CASH-VAULT,CASH,GHS,17422586.48,,CASH-VAULT,GL-1010,17422586.48,ACC-HQ
2024-12-17,CASH-BOG,CASH,GHS,40901548.05,CP-BOG,CASH-BOG,GL-1020,40901548.05,ACC-HQ
2024-12-18,CASH-VAULT,CASH,GHS,17812162.63,,CASH-VAULT,GL-1010,17812162.63,ACC-HQ
2024-12-18,CASH-BOG,CASH,GHS,39437811.50,CP-BOG,CASH-BOG,GL-1020,39437811.50,ACC-HQ
2024-12-19,CASH-VAULT,CASH,GHS,17731277.95,,CASH-VAULT,GL-1010,17731277.95,ACC-HQ
2024-12-19,CASH-BOG,CASH,GHS,39255338.07,CP-BOG,CASH-BOG,GL-1020,39255338.07,ACC-HQ
2024-12-20,CASH-VAULT,CASH,GHS,17619170.73,,CASH-VAULT,GL-1010,17619170.73,ACC-HQ
2024-12-20,CASH-BOG,CASH,GHS,40200893.91,CP-BOG,CASH-BOG,GL-1020,40200893.91,ACC-HQ
2024-12-23,CASH-VAULT,CASH,GHS,17822304.01,,CASH-VAULT,GL-1010,17822304.01,ACC-HQ
2024-12-23,CASH-BOG,CASH,GHS,39460672.47,CP-BOG,CASH-BOG,GL-1020,39460672.47,ACC-HQ
2024-12-24,CASH-VAULT,CASH,GHS,17196034.32,,CASH-VAULT,GL-1010,17196034.32,ACC-HQ
2024-12-24,CASH-BOG,CASH,GHS,39248155.95,CP-BOG,CASH-BOG,GL-1020,39248155.95,ACC-HQ
2024-12-25,CASH-VAULT,CASH,GHS,17615395.42,,CASH-VAULT,GL-1010,17615395.42,ACC-HQ
2024-12-25,CASH-BOG,CASH,GHS,40191920.98,CP-BOG,CASH-BOG,GL-1020,40191920.98,ACC-HQ
2024-12-26,CASH-VAULT,CASH,GHS,17521574.42,,CASH-VAULT,GL-1010,17521574.42,ACC-HQ
2024-12-26,CASH-BOG,CASH,GHS,38783788.41,CP-BOG,CASH-BOG,GL-1020,38783788.41,ACC-HQ
2024-12-27,CASH-VAULT,CASH,GHS,17931857.43,,CASH-VAULT,GL-1010,17931857.43,ACC-HQ
2024-12-27,CASH-BOG,CASH,GHS,39707026.38,CP-BOG,CASH-BOG,GL-1020,39707026.38,ACC-HQ
2024-12-30,CASH-VAULT,CASH,GHS,17620927.80,,CASH-VAULT,GL-1010,17620927.80,ACC-HQ
2024-12-30,CASH-BOG,CASH,GHS,39007561.39,CP-BOG,CASH-BOG,GL-1020,39007561.39,ACC-HQ
2024-12-31,CASH-VAULT,CASH,GHS,17527300.06,,CASH-VAULT,GL-1010,17527300.06,ACC-HQ
2024-12-31,CASH-BOG,CASH,GHS,38796875.95,CP-BOG,CASH-BOG,GL-1020,38796875.95,ACC-HQ
2025-01-01,CASH-VAULT,CASH,GHS,17866854.11,,CASH-VAULT,GL-1010,17866854.11,ACC-HQ
2025-01-01,CASH-BOG,CASH,GHS,39563490.37,CP-BOG,CASH-BOG,GL-1020,39563490.37,ACC-HQ
2025-01-02,CASH-VAULT,CASH,GHS,17224948.31,,CASH-VAULT,GL-1010,17224948.31,ACC-HQ
2025-01-02,CASH-BOG,CASH,GHS,39310380.44,CP-BOG,CASH-BOG,GL-1020,39310380.44,ACC-HQ
2025-01-03,CASH-VAULT,CASH,GHS,17640696.89,,CASH-VAULT,GL-1010,17640696.89,ACC-HQ
2025-01-03,CASH-BOG,CASH,GHS,39055138.19,CP-BOG,CASH-BOG,GL-1020,39055138.19,ACC-HQ
2025-01-06,CASH-VAULT,CASH,GHS,17371774.22,,CASH-VAULT,GL-1010,17371774.22,ACC-HQ
2025-01-06,CASH-BOG,CASH,GHS,39642074.68,CP-BOG,CASH-BOG,GL-1020,39642074.68,ACC-HQ
2025-01-07,CASH-VAULT,CASH,GHS,17260471.21,,CASH-VAULT,GL-1010,17260471.21,ACC-HQ
2025-01-07,CASH-BOG,CASH,GHS,39391086.59,CP-BOG,CASH-BOG,GL-1020,39391086.59,ACC-HQ
2025-01-08,CASH-VAULT,CASH,GHS,17678225.44,,CASH-VAULT,GL-1010,17678225.44,ACC-HQ
2025-01-08,CASH-BOG,CASH,GHS,39138631.11,CP-BOG,CASH-BOG,GL-1020,39138631.11,ACC-HQ
2025-01-09,CASH-VAULT,CASH,GHS,17609230.47,,CASH-VAULT,GL-1010,17609230.47,ACC-HQ
2025-01-09,CASH-BOG,CASH,GHS,38982488.18,CP-BOG,CASH-BOG,GL-1020,38982488.18,ACC-HQ
2025-01-10,CASH-VAULT,CASH,GHS,17489011.50,,CASH-VAULT,GL-1010,17489011.50,ACC-HQ
2025-01-10,CASH-BOG,CASH,GHS,39906237.82,CP-BOG,CASH-BOG,GL-1020,39906237.82,ACC-HQ
2025-01-13,CASH-VAULT,CASH,GHS,17719827.92,,CASH-VAULT,GL-1010,17719827.92,ACC-HQ
2025-01-13,CASH-BOG,CASH,GHS,39231144.77,CP-BOG,CASH-BOG,GL-1020,39231144.77,ACC-HQ
2025-01-14,CASH-VAULT,CASH,GHS,18169599.75,,CASH-VAULT,GL-1010,18169599.75,ACC-HQ
2025-01-14,CASH-BOG,CASH,GHS,39047182.78,CP-BOG,CASH-BOG,GL-1020,39047182.78,ACC-HQ
2025-01-15,CASH-VAULT,CASH,GHS,17533966.59,,CASH-VAULT,GL-1010,17533966.59,ACC-HQ
2025-01-15,CASH-BOG,CASH,GHS,40008455.53,CP-BOG,CASH-BOG,GL-1020,40008455.53,ACC-HQ
2025-01-16,CASH-VAULT,CASH,GHS,17456559.54,,CASH-VAULT,GL-1010,17456559.54,ACC-HQ
2025-01-16,CASH-BOG,CASH,GHS,41032462.89,CP-BOG,CASH-BOG,GL-1020,41032462.89,ACC-HQ
2025-01-17,CASH-VAULT,CASH,GHS,17353714.03,,CASH-VAULT,GL-1010,17353714.03,ACC-HQ
2025-01-17,CASH-BOG,CASH,GHS,39547778.56,CP-BOG,CASH-BOG,GL-1020,39547778.56,ACC-HQ
2025-01-20,CASH-VAULT,CASH,GHS,17578667.07,,CASH-VAULT,GL-1010,17578667.07,ACC-HQ
2025-01-20,CASH-BOG,CASH,GHS,38911335.60,CP-BOG,CASH-BOG,GL-1020,38911335.60,ACC-HQ
2025-01-21,CASH-VAULT,CASH,GHS,17497663.43,,CASH-VAULT,GL-1010,17497663.43,ACC-HQ
2025-01-21,CASH-BOG,CASH,GHS,41127936.83,CP-BOG,CASH-BOG,GL-1020,41127936.83,ACC-HQ
2025-01-22,CASH-VAULT,CASH,GHS,17900871.08,,CASH-VAULT,GL-1010,17900871.08,ACC-HQ
2025-01-22,CASH-BOG,CASH,GHS,39636190.00,CP-BOG,CASH-BOG,GL-1020,39636190.00,ACC-HQ
2025-01-23,CASH-VAULT,CASH,GHS,17275071.98,,CASH-VAULT,GL-1010,17275071.98,ACC-HQ
2025-01-23,CASH-BOG,CASH,GHS,39427141.89,CP-BOG,CASH-BOG,GL-1020,39427141.89,ACC-HQ
2025-01-24,CASH-VAULT,CASH,GHS,18239167.67,,CASH-VAULT,GL-1010,18239167.67,ACC-HQ
2025-01-24,CASH-BOG,CASH,GHS,39143535.51,CP-BOG,CASH-BOG,GL-1020,39143535.51,ACC-HQ
2025-01-27,CASH-VAULT,CASH,GHS,17397278.57,,CASH-VAULT,GL-1010,17397278.57,ACC-HQ
2025-01-27,CASH-BOG,CASH,GHS,39702633.37,CP-BOG,CASH-BOG,GL-1020,39702633.37,ACC-HQ
2025-01-28,CASH-VAULT,CASH,GHS,17291957.32,,CASH-VAULT,GL-1010,17291957.32,ACC-HQ
2025-01-28,CASH-BOG,CASH,GHS,40664751.62,CP-BOG,CASH-BOG,GL-1020,40664751.62,ACC-HQ
2025-01-29,CASH-VAULT,CASH,GHS,17711062.70,,CASH-VAULT,GL-1010,17711062.70,ACC-HQ
2025-01-29,CASH-BOG,CASH,GHS,39208673.39,CP-BOG,CASH-BOG,GL-1020,39208673.39,ACC-HQ
2025-01-30,CASH-VAULT,CASH,GHS,17618941.21,,CASH-VAULT,GL-1010,17618941.21,ACC-HQ
2025-01-30,CASH-BOG,CASH,GHS,39001313.17,CP-BOG,CASH-BOG,GL-1020,39001313.17,ACC-HQ
2025-01-31,CASH-VAULT,CASH,GHS,18068929.89,,CASH-VAULT,GL-1010,18068929.89,ACC-HQ
2025-01-31,CASH-BOG,CASH,GHS,39957847.91,CP-BOG,CASH-BOG,GL-1020,39957847.91,ACC-HQ
2025-02-03,CASH-VAULT,CASH,GHS,17696151.70,,CASH-VAULT,GL-1010,17696151.70,ACC-HQ
2025-02-03,CASH-BOG,CASH,GHS,39176074.37,CP-BOG,CASH-BOG,GL-1020,39176074.37,ACC-HQ
2025-02-04,CASH-VAULT,CASH,GHS,18152550.68,,CASH-VAULT,GL-1010,18152550.68,ACC-HQ
2025-02-04,CASH-BOG,CASH,GHS,39003105.18,CP-BOG,CASH-BOG,GL-1020,39003105.18,ACC-HQ
2025-02-05,CASH-VAULT,CASH,GHS,18061267.68,,CASH-VAULT,GL-1010,18061267.68,ACC-HQ
2025-02-05,CASH-BOG,CASH,GHS,39941342.07,CP-BOG,CASH-BOG,GL-1020,39941342.07,ACC-HQ
2025-02-06,CASH-VAULT,CASH,GHS,17402514.41,,CASH-VAULT,GL-1010,17402514.41,ACC-HQ
2025-02-06,CASH-BOG,CASH,GHS,40912833.76,CP-BOG,CASH-BOG,GL-1020,40912833.76,ACC-HQ
2025-02-07,CASH-VAULT,CASH,GHS,17296036.26,,CASH-VAULT,GL-1010,17296036.26,ACC-HQ
2025-02-07,CASH-BOG,CASH,GHS,40672036.24,CP-BOG,CASH-BOG,GL-1020,40672036.24,ACC-HQ
2025-02-10,CASH-VAULT,CASH,GHS,17592448.11,,CASH-VAULT,GL-1010,17592448.11,ACC-HQ
2025-02-10,CASH-BOG,CASH,GHS,41348628.20,CP-BOG,CASH-BOG,GL-1020,41348628.20,ACC-HQ
2025-02-11,CASH-VAULT,CASH,GHS,17486185.30,,CASH-VAULT,GL-1010,17486185.30,ACC-HQ
2025-02-11,CASH-BOG,CASH,GHS,41108390.12,CP-BOG,CASH-BOG,GL-1020,41108390.12,ACC-HQ
2025-02-12,CASH-VAULT,CASH,GHS,17382529.00,,CASH-VAULT,GL-1010,17382529.00,ACC-HQ
2025-02-12,CASH-BOG,CASH,GHS,39615254.24,CP-BOG,CASH-BOG,GL-1020,39615254.24,ACC-HQ
2025-02-13,CASH-VAULT,CASH,GHS,18327413.11,,CASH-VAULT,GL-1010,18327413.11,ACC-HQ
2025-02-13,CASH-BOG,CASH,GHS,39390736.28,CP-BOG,CASH-BOG,GL-1020,39390736.28,ACC-HQ
2025-02-14,CASH-VAULT,CASH,GHS,18226863.66,,CASH-VAULT,GL-1010,18226863.66,ACC-HQ
2025-02-14,CASH-BOG,CASH,GHS,40367710.22,CP-BOG,CASH-BOG,GL-1020,40367710.22,ACC-HQ
2025-02-17,CASH-VAULT,CASH,GHS,17370622.98,,CASH-VAULT,GL-1010,17370622.98,ACC-HQ
2025-02-17,CASH-BOG,CASH,GHS,39644176.85,CP-BOG,CASH-BOG,GL-1020,39644176.85,ACC-HQ
2025-02-18,CASH-VAULT,CASH,GHS,18343230.24,,CASH-VAULT,GL-1010,18343230.24,ACC-HQ
2025-02-18,CASH-BOG,CASH,GHS,40629175.94,CP-BOG,CASH-BOG,GL-1020,40629175.94,ACC-HQ
2025-02-19,CASH-VAULT,CASH,GHS,18259619.33,,CASH-VAULT,GL-1010,18259619.33,ACC-HQ
2025-02-19,CASH-BOG,CASH,GHS,39180928.27,CP-BOG,CASH-BOG,GL-1020,39180928.27,ACC-HQ
2025-02-20,CASH-VAULT,CASH,GHS,17630071.31,,CASH-VAULT,GL-1010,17630071.31,ACC-HQ
2025-02-20,CASH-BOG,CASH,GHS,39023254.44,CP-BOG,CASH-BOG,GL-1020,39023254.44,ACC-HQ
2025-02-21,CASH-VAULT,CASH,GHS,18079680.14,,CASH-VAULT,GL-1010,18079680.14,ACC-HQ
2025-02-21,CASH-BOG,CASH,GHS,41240899.01,CP-BOG,CASH-BOG,GL-1020,41240899.01,ACC-HQ
2025-02-24,CASH-VAULT,CASH,GHS,17851776.85,,CASH-VAULT,GL-1010,17851776.85,ACC-HQ
2025-02-24,CASH-BOG,CASH,GHS,39517902.61,CP-BOG,CASH-BOG,GL-1020,39517902.61,ACC-HQ
2025-02-25,CASH-VAULT,CASH,GHS,18308834.48,,CASH-VAULT,GL-1010,18308834.48,ACC-HQ
2025-02-25,CASH-BOG,CASH,GHS,39331337.51,CP-BOG,CASH-BOG,GL-1020,39331337.51,ACC-HQ
2025-02-26,CASH-VAULT,CASH,GHS,18215649.05,,CASH-VAULT,GL-1010,18215649.05,ACC-HQ
2025-02-26,CASH-BOG,CASH,GHS,41550695.30,CP-BOG,CASH-BOG,GL-1020,41550695.30,ACC-HQ
2025-02-27,CASH-VAULT,CASH,GHS,17576530.62,,CASH-VAULT,GL-1010,17576530.62,ACC-HQ
2025-02-27,CASH-BOG,CASH,GHS,41329485.26,CP-BOG,CASH-BOG,GL-1020,41329485.26,ACC-HQ
2025-02-28,CASH-VAULT,CASH,GHS,17469366.94,,CASH-VAULT,GL-1010,17469366.94,ACC-HQ
2025-02-28,CASH-BOG,CASH,GHS,41087207.79,CP-BOG,CASH-BOG,GL-1020,41087207.79,ACC-HQ
2025-03-03,CASH-VAULT,CASH,GHS,18646267.09,,CASH-VAULT,GL-1010,18646267.09,ACC-HQ
2025-03-03,CASH-BOG,CASH,GHS,42475109.47,CP-BOG,CASH-BOG,GL-1020,42475109.47,ACC-HQ
2025-03-04,CASH-VAULT,CASH,GHS,17966181.15,,CASH-VAULT,GL-1010,17966181.15,ACC-HQ
2025-03-04,CASH-BOG,CASH,GHS,42244516.90,CP-BOG,CASH-BOG,GL-1020,42244516.90,ACC-HQ
2025-03-05,CASH-VAULT,CASH,GHS,18427793.73,,CASH-VAULT,GL-1010,18427793.73,ACC-HQ
2025-03-05,CASH-BOG,CASH,GHS,42041112.29,CP-BOG,CASH-BOG,GL-1020,42041112.29,ACC-HQ
2025-03-06,CASH-VAULT,CASH,GHS,18855483.25,,CASH-VAULT,GL-1010,18855483.25,ACC-HQ
2025-03-06,CASH-BOG,CASH,GHS,40518017.01,CP-BOG,CASH-BOG,GL-1020,40518017.01,ACC-HQ
2025-03-07,CASH-VAULT,CASH,GHS,18769317.17,,CASH-VAULT,GL-1010,18769317.17,ACC-HQ
2025-03-07,CASH-BOG,CASH,GHS,41566408.22,CP-BOG,CASH-BOG,GL-1020,41566408.22,ACC-HQ
2025-03-10,CASH-VAULT,CASH,GHS,18445257.15,,CASH-VAULT,GL-1010,18445257.15,ACC-HQ
2025-03-10,CASH-BOG,CASH,GHS,40779935.11,CP-BOG,CASH-BOG,GL-1020,40779935.11,ACC-HQ
2025-03-11,CASH-VAULT,CASH,GHS,18885388.53,,CASH-VAULT,GL-1010,18885388.53,ACC-HQ
2025-03-11,CASH-BOG,CASH,GHS,41827345.47,CP-BOG,CASH-BOG,GL-1020,41827345.47,ACC-HQ
2025-03-12,CASH-VAULT,CASH,GHS,18798672.21,,CASH-VAULT,GL-1010,18798672.21,ACC-HQ
2025-03-12,CASH-BOG,CASH,GHS,41631835.16,CP-BOG,CASH-BOG,GL-1020,41631835.16,ACC-HQ
2025-03-13,CASH-VAULT,CASH,GHS,18121428.03,,CASH-VAULT,GL-1010,18121428.03,ACC-HQ
2025-03-13,CASH-BOG,CASH,GHS,42597230.24,CP-BOG,CASH-BOG,GL-1020,42597230.24,ACC-HQ
2025-03-14,CASH-VAULT,CASH,GHS,18584478.53,,CASH-VAULT,GL-1010,18584478.53,ACC-HQ
2025-03-14,CASH-BOG,CASH,GHS,42394752.48,CP-BOG,CASH-BOG,GL-1020,42394752.48,ACC-HQ
2025-03-17,CASH-VAULT,CASH,GHS,18810028.27,,CASH-VAULT,GL-1010,18810028.27,ACC-HQ
2025-03-17,CASH-BOG,CASH,GHS,40355237.77,CP-BOG,CASH-BOG,GL-1020,40355237.77,ACC-HQ
2025-03-18,CASH-VAULT,CASH,GHS,18684052.43,,CASH-VAULT,GL-1010,18684052.43,ACC-HQ
2025-03-18,CASH-BOG,CASH,GHS,42618474.37,CP-BOG,CASH-BOG,GL-1020,42618474.37,ACC-HQ
2025-03-19,CASH-VAULT,CASH,GHS,18581973.48,,CASH-VAULT,GL-1010,18581973.48,ACC-HQ
2025-03-19,CASH-BOG,CASH,GHS,42388670.34,CP-BOG,CASH-BOG,GL-1020,42388670.34,ACC-HQ
2025-03-20,CASH-VAULT,CASH,GHS,17906053.81,,CASH-VAULT,GL-1010,17906053.81,ACC-HQ
2025-03-20,CASH-BOG,CASH,GHS,42112077.88,CP-BOG,CASH-BOG,GL-1020,42112077.88,ACC-HQ
2025-03-21,CASH-VAULT,CASH,GHS,18904845.79,,CASH-VAULT,GL-1010,18904845.79,ACC-HQ
2025-03-21,CASH-BOG,CASH,GHS,41871268.78,CP-BOG,CASH-BOG,GL-1020,41871268.78,ACC-HQ
2025-03-24,CASH-VAULT,CASH,GHS,18585499.68,,CASH-VAULT,GL-1010,18585499.68,ACC-HQ
2025-03-24,CASH-BOG,CASH,GHS,41152736.46,CP-BOG,CASH-BOG,GL-1020,41152736.46,ACC-HQ
2025-03-25,CASH-VAULT,CASH,GHS,17911919.24,,CASH-VAULT,GL-1010,17911919.24,ACC-HQ
2025-03-25,CASH-BOG,CASH,GHS,42124672.52,CP-BOG,CASH-BOG,GL-1020,42124672.52,ACC-HQ
2025-03-26,CASH-VAULT,CASH,GHS,18355891.90,,CASH-VAULT,GL-1010,18355891.90,ACC-HQ
2025-03-26,CASH-BOG,CASH,GHS,41879473.47,CP-BOG,CASH-BOG,GL-1020,41879473.47,ACC-HQ
2025-03-27,CASH-VAULT,CASH,GHS,18776775.47,,CASH-VAULT,GL-1010,18776775.47,ACC-HQ
2025-03-27,CASH-BOG,CASH,GHS,40341164.25,CP-BOG,CASH-BOG,GL-1020,40341164.25,ACC-HQ
2025-03-28,CASH-VAULT,CASH,GHS,18690204.18,,CASH-VAULT,GL-1010,18690204.18,ACC-HQ
2025-03-28,CASH-BOG,CASH,GHS,41388500.64,CP-BOG,CASH-BOG,GL-1020,41388500.64,ACC-HQ
2025-03-31,CASH-VAULT,CASH,GHS,18358038.91,,CASH-VAULT,GL-1010,18358038.91,ACC-HQ
2025-03-31,CASH-BOG,CASH,GHS,41884000.86,CP-BOG,CASH-BOG,GL-1020,41884000.86,ACC-HQ
2025-04-01,CASH-VAULT,CASH,GHS,18425144.20,,CASH-VAULT,GL-1010,18425144.20,ACC-HQ
