as_of_date,capital_component,amount_ghs,tier
2025-07-11,credit_risk_reserve,6406769.41,CET1
2025-07-11,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-07-18,paid_up_capital,22000000.00,CET1
2025-07-18,statutory_reserves,27543363.99,CET1
2025-07-18,retained_earnings,29300591.33,CET1
2025-07-18,credit_risk_reserve,6344126.35,CET1
2025-07-18,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-07-25,paid_up_capital,22000000.00,CET1
2025-07-25,statutory_reserves,27584756.90,CET1
2025-07-25,retained_earnings,29348883.05,CET1
2025-07-25,credit_risk_reserve,6526108.87,CET1
2025-07-25,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-07-31,paid_up_capital,22000000.00,CET1
2025-07-31,statutory_reserves,27620236.53,CET1
2025-07-31,retained_earnings,29390275.95,CET1
2025-07-31,credit_risk_reserve,6408137.49,CET1
2025-07-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-08-01,paid_up_capital,22000000.00,CET1
2025-08-01,statutory_reserves,27626149.80,CET1
2025-08-01,retained_earnings,29397174.77,CET1
2025-08-01,credit_risk_reserve,6412988.67,CET1
2025-08-01,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-08-08,paid_up_capital,22000000.00,CET1
2025-08-08,statutory_reserves,27667542.71,CET1
2025-08-08,retained_earnings,29445466.49,CET1
2025-08-08,credit_risk_reserve,6546268.06,CET1
2025-08-08,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-08-15,paid_up_capital,22000000.00,CET1
2025-08-15,statutory_reserves,27708935.61,CET1
2025-08-15,retained_earnings,29493758.21,CET1
2025-08-15,credit_risk_reserve,6731864.90,CET1
2025-08-15,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-08-22,paid_up_capital,22000000.00,CET1
2025-08-22,statutory_reserves,27750328.52,CET1
2025-08-22,retained_earnings,29542049.93,CET1
2025-08-22,credit_risk_reserve,6670091.70,CET1
2025-08-22,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-08-29,paid_up_capital,22000000.00,CET1
2025-08-29,statutory_reserves,27791721.42,CET1
2025-08-29,retained_earnings,29590341.66,CET1
2025-08-29,credit_risk_reserve,6653618.08,CET1
2025-08-29,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-08-31,paid_up_capital,22000000.00,CET1
2025-08-31,statutory_reserves,27803547.96,CET1
2025-08-31,retained_earnings,29604139.29,CET1
2025-08-31,credit_risk_reserve,6772878.52,CET1
2025-08-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-09-05,paid_up_capital,22000000.00,CET1
2025-09-05,statutory_reserves,27833114.32,CET1
2025-09-05,retained_earnings,29638633.38,CET1
2025-09-05,credit_risk_reserve,6798781.18,CET1
2025-09-05,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-09-12,paid_up_capital,22000000.00,CET1
2025-09-12,statutory_reserves,27874507.23,CET1
2025-09-12,retained_earnings,29686925.10,CET1
2025-09-12,credit_risk_reserve,6788563.63,CET1
2025-09-12,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-09-19,paid_up_capital,22000000.00,CET1
2025-09-19,statutory_reserves,27915900.13,CET1
2025-09-19,retained_earnings,29735216.82,CET1
2025-09-19,credit_risk_reserve,6832067.53,CET1
2025-09-19,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-09-26,paid_up_capital,22000000.00,CET1
2025-09-26,statutory_reserves,27957293.04,CET1
2025-09-26,retained_earnings,29783508.54,CET1
2025-09-26,credit_risk_reserve,6752295.15,CET1
2025-09-26,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-09-30,paid_up_capital,22000000.00,CET1
2025-09-30,statutory_reserves,27980946.12,CET1
2025-09-30,retained_earnings,29811103.81,CET1
2025-09-30,credit_risk_reserve,6764183.86,CET1
2025-09-30,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-10-03,paid_up_capital,22000000.00,CET1
2025-10-03,statutory_reserves,27998685.94,CET1
2025-10-03,retained_earnings,29831800.26,CET1
2025-10-03,credit_risk_reserve,6793924.05,CET1
2025-10-03,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-10-10,paid_up_capital,22000000.00,CET1
2025-10-10,statutory_reserves,28040078.84,CET1
2025-10-10,retained_earnings,29880091.98,CET1
2025-10-10,credit_risk_reserve,6866793.75,CET1
2025-10-10,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-10-17,paid_up_capital,22000000.00,CET1
2025-10-17,statutory_reserves,28081471.75,CET1
2025-10-17,retained_earnings,29928383.71,CET1
2025-10-17,credit_risk_reserve,6705854.21,CET1
2025-10-17,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-10-24,paid_up_capital,22000000.00,CET1
2025-10-24,statutory_reserves,28122864.65,CET1
2025-10-24,retained_earnings,29976675.43,CET1
2025-10-24,credit_risk_reserve,6897574.23,CET1
2025-10-24,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-10-31,paid_up_capital,22000000.00,CET1
2025-10-31,statutory_reserves,28164257.56,CET1
2025-10-31,retained_earnings,30024967.15,CET1
2025-10-31,credit_risk_reserve,6882935.99,CET1
2025-10-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-11-07,paid_up_capital,22000000.00,CET1
2025-11-07,statutory_reserves,28205650.46,CET1
2025-11-07,retained_earnings,30073258.87,CET1
2025-11-07,credit_risk_reserve,6782269.73,CET1
2025-11-07,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-11-14,paid_up_capital,22000000.00,CET1
2025-11-14,statutory_reserves,28247043.36,CET1
2025-11-14,retained_earnings,30121550.59,CET1
2025-11-14,credit_risk_reserve,7004253.61,CET1
2025-11-14,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-11-21,paid_up_capital,22000000.00,CET1
2025-11-21,statutory_reserves,28288436.27,CET1
2025-11-21,retained_earnings,30169842.31,CET1
2025-11-21,credit_risk_reserve,6899782.96,CET1
2025-11-21,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-11-28,paid_up_capital,22000000.00,CET1
2025-11-28,statutory_reserves,28329829.17,CET1
2025-11-28,retained_earnings,30218134.03,CET1
2025-11-28,credit_risk_reserve,6874974.63,CET1
2025-11-28,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-11-30,paid_up_capital,22000000.00,CET1
2025-11-30,statutory_reserves,28341655.72,CET1
2025-11-30,retained_earnings,30231931.67,CET1
2025-11-30,credit_risk_reserve,6937685.87,CET1
2025-11-30,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-12-05,paid_up_capital,22000000.00,CET1
2025-12-05,statutory_reserves,28371222.08,CET1
2025-12-05,retained_earnings,30266425.76,CET1
2025-12-05,credit_risk_reserve,7124679.97,CET1
2025-12-05,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-12-12,paid_up_capital,22000000.00,CET1
2025-12-12,statutory_reserves,28412614.98,CET1
2025-12-12,retained_earnings,30314717.48,CET1
2025-12-12,credit_risk_reserve,6988611.47,CET1
2025-12-12,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-12-19,paid_up_capital,22000000.00,CET1
2025-12-19,statutory_reserves,28454007.88,CET1
2025-12-19,retained_earnings,30363009.20,CET1
2025-12-19,credit_risk_reserve,6972188.85,CET1
2025-12-19,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-12-26,paid_up_capital,22000000.00,CET1
2025-12-26,statutory_reserves,28495400.79,CET1
2025-12-26,retained_earnings,30411300.92,CET1
2025-12-26,credit_risk_reserve,7102748.07,CET1
2025-12-26,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-12-31,paid_up_capital,22000000.00,CET1
2025-12-31,statutory_reserves,28524967.15,CET1
2025-12-31,retained_earnings,30445795.01,CET1
2025-12-31,credit_risk_reserve,7096041.06,CET1
2025-12-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-01-02,paid_up_capital,22000000.00,CET1
2026-01-02,statutory_reserves,28536793.69,CET1
2026-01-02,retained_earnings,30459592.64,CET1
2026-01-02,credit_risk_reserve,7003362.15,CET1
2026-01-02,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-01-09,paid_up_capital,22000000.00,CET1
2026-01-09,statutory_reserves,28578186.60,CET1
2026-01-09,retained_earnings,30507884.36,CET1
2026-01-09,credit_risk_reserve,7155346.95,CET1
2026-01-09,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-01-16,paid_up_capital,22000000.00,CET1
2026-01-16,statutory_reserves,28619579.50,CET1
2026-01-16,retained_earnings,30556176.08,CET1
2026-01-16,credit_risk_reserve,7126690.50,CET1
2026-01-16,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-01-23,paid_up_capital,22000000.00,CET1
2026-01-23,statutory_reserves,28660972.40,CET1
2026-01-23,retained_earnings,30604467.81,CET1
2026-01-23,credit_risk_reserve,7078554.72,CET1
2026-01-23,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-01-30,paid_up_capital,22000000.00,CET1
2026-01-30,statutory_reserves,28702365.31,CET1
2026-01-30,retained_earnings,30652759.53,CET1
2026-01-30,credit_risk_reserve,7155403.40,CET1
2026-01-30,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-01-31,paid_up_capital,22000000.00,CET1
2026-01-31,statutory_reserves,28708278.58,CET1
2026-01-31,retained_earnings,30659658.34,CET1
2026-01-31,credit_risk_reserve,7131453.19,CET1
2026-01-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-02-06,paid_up_capital,22000000.00,CET1
2026-02-06,statutory_reserves,28743758.21,CET1
2026-02-06,retained_earnings,30701051.25,CET1
2026-02-06,credit_risk_reserve,7147150.18,CET1
2026-02-06,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-02-13,paid_up_capital,22000000.00,CET1
2026-02-13,statutory_reserves,28785151.12,CET1
2026-02-13,retained_earnings,30749342.97,CET1
2026-02-13,credit_risk_reserve,7171937.07,CET1
2026-02-13,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-02-20,paid_up_capital,22000000.00,CET1
2026-02-20,statutory_reserves,28826544.02,CET1
2026-02-20,retained_earnings,30797634.69,CET1
2026-02-20,credit_risk_reserve,7184926.29,CET1
2026-02-20,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-02-27,paid_up_capital,22000000.00,CET1
2026-02-27,statutory_reserves,28867936.93,CET1
2026-02-27,retained_earnings,30845926.41,CET1
2026-02-27,credit_risk_reserve,7461032.11,CET1
2026-02-27,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-02-28,paid_up_capital,22000000.00,CET1
2026-02-28,statutory_reserves,28873850.20,CET1
2026-02-28,retained_earnings,30852825.23,CET1
2026-02-28,credit_risk_reserve,7579738.67,CET1
2026-02-28,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-03-06,paid_up_capital,22000000.00,CET1
2026-03-06,statutory_reserves,28909329.83,CET1
2026-03-06,retained_earnings,30894218.13,CET1
2026-03-06,credit_risk_reserve,7629771.18,CET1
2026-03-06,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-03-13,paid_up_capital,22000000.00,CET1
2026-03-13,statutory_reserves,28950722.73,CET1
2026-03-13,retained_earnings,30942509.86,CET1
2026-03-13,credit_risk_reserve,7511633.95,CET1
2026-03-13,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-03-20,paid_up_capital,22000000.00,CET1
2026-03-20,statutory_reserves,28992115.64,CET1
2026-03-20,retained_earnings,30990801.58,CET1
2026-03-20,credit_risk_reserve,7560887.68,CET1
2026-03-20,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-03-27,paid_up_capital,22000000.00,CET1
2026-03-27,statutory_reserves,29033508.54,CET1
2026-03-27,retained_earnings,31039093.30,CET1
2026-03-27,credit_risk_reserve,7658244.04,CET1
2026-03-27,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-03-31,paid_up_capital,22000000.00,CET1
2026-03-31,statutory_reserves,29057161.63,CET1
2026-03-31,retained_earnings,31066688.57,CET1
2026-03-31,credit_risk_reserve,7713203.58,CET1
2026-03-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-04-03,paid_up_capital,22000000.00,CET1
2026-04-03,statutory_reserves,29074901.45,CET1
2026-04-03,retained_earnings,31087385.02,CET1
2026-04-03,credit_risk_reserve,7514731.25,CET1
2026-04-03,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-04-10,paid_up_capital,22000000.00,CET1
2026-04-10,statutory_reserves,29116294.35,CET1
2026-04-10,retained_earnings,31135676.74,CET1
2026-04-10,credit_risk_reserve,7624750.23,CET1
2026-04-10,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-04-17,paid_up_capital,22000000.00,CET1
2026-04-17,statutory_reserves,29157687.25,CET1
2026-04-17,retained_earnings,31183968.46,CET1
2026-04-17,credit_risk_reserve,7649994.84,CET1
2026-04-17,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-04-24,paid_up_capital,22000000.00,CET1
2026-04-24,statutory_reserves,29199080.16,CET1
2026-04-24,retained_earnings,31232260.18,CET1
2026-04-24,credit_risk_reserve,7602741.90,CET1
2026-04-24,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-04-30,paid_up_capital,22000000.00,CET1
2026-04-30,statutory_reserves,29234559.79,CET1
2026-04-30,retained_earnings,31273653.09,CET1
2026-04-30,credit_risk_reserve,7658000.53,CET1
2026-04-30,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-05-01,paid_up_capital,22000000.00,CET1
2026-05-01,statutory_reserves,29240473.06,CET1
2026-05-01,retained_earnings,31280551.91,CET1
2026-05-01,credit_risk_reserve,7750774.37,CET1
2026-05-01,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-05-08,paid_up_capital,22000000.00,CET1
2026-05-08,statutory_reserves,29281865.97,CET1
2026-05-08,retained_earnings,31328843.63,CET1
2026-05-08,credit_risk_reserve,7672067.97,CET1
2026-05-08,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-05-15,paid_up_capital,22000000.00,CET1
2026-05-15,statutory_reserves,29323258.87,CET1
2026-05-15,retained_earnings,31377135.35,CET1
2026-05-15,credit_risk_reserve,7609381.21,CET1
2026-05-15,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-05-22,paid_up_capital,22000000.00,CET1
2026-05-22,statutory_reserves,29364651.77,CET1
2026-05-22,retained_earnings,31425427.07,CET1
2026-05-22,credit_risk_reserve,7727220.53,CET1
2026-05-22,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-05-29,paid_up_capital,22000000.00,CET1
2026-05-29,statutory_reserves,29406044.68,CET1
2026-05-29,retained_earnings,31473718.79,CET1
2026-05-29,credit_risk_reserve,7587817.68,CET1
2026-05-29,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-05-31,paid_up_capital,22000000.00,CET1
2026-05-31,statutory_reserves,29417871.22,CET1
2026-05-31,retained_earnings,31487516.43,CET1
2026-05-31,credit_risk_reserve,7740103.18,CET1
2026-05-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-06-05,paid_up_capital,22000000.00,CET1
2026-06-05,statutory_reserves,29447437.58,CET1
2026-06-05,retained_earnings,31522010.51,CET1
2026-06-05,credit_risk_reserve,7548702.16,CET1
2026-06-05,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-06-12,paid_up_capital,22000000.00,CET1
2026-06-12,statutory_reserves,29488830.49,CET1
2026-06-12,retained_earnings,31570302.23,CET1
2026-06-12,credit_risk_reserve,7981630.11,CET1
2026-06-12,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-06-19,paid_up_capital,22000000.00,CET1
2026-06-19,statutory_reserves,29530223.39,CET1
2026-06-19,retained_earnings,31618593.96,CET1
2026-06-19,credit_risk_reserve,7893856.32,CET1
2026-06-19,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-06-26,paid_up_capital,22000000.00,CET1
2026-06-26,statutory_reserves,29571616.29,CET1
2026-06-26,retained_earnings,31666885.68,CET1
2026-06-26,credit_risk_reserve,7955565.77,CET1
2026-06-26,intangible_assets,-1200000.00,CET1_DEDUCTION
2026-06-30,paid_up_capital,22000000.00,CET1
2026-06-30,statutory_reserves,29595269.38,CET1
2026-06-30,retained_earnings,31694480.95,CET1
2026-06-30,credit_risk_reserve,7975161.59,CET1
2026-06-30,intangible_assets,-1200000.00,CET1_DEDUCTION
