as_of_date,source_reference,account_code,name,account_class,currency,balance
2026-03-23,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14778258.04
2026-03-23,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-03-23,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28643232.59
2026-03-23,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30583771.35
2026-03-24,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19755745.07
2026-03-24,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43738360.25
2026-03-24,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,94244098.91
2026-03-24,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,432362179.57
2026-03-24,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-47967331.89
2026-03-24,GL-1900,GL-1900,Other assets,ASSET,GHS,46431490.47
2026-03-24,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,492548278.01
2026-03-24,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14776448.34
2026-03-24,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-03-24,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28649145.86
2026-03-24,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30590670.17
2026-03-25,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19279612.90
2026-03-25,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,45502568.76
2026-03-25,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,92045787.24
2026-03-25,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,432121984.95
2026-03-25,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-47962757.43
2026-03-25,GL-1900,GL-1900,Other assets,ASSET,GHS,47840815.28
2026-03-25,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,492791634.54
2026-03-25,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14783749.04
2026-03-25,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-03-25,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28655059.13
2026-03-25,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30597568.99
2026-03-26,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19513589.38
2026-03-26,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44615335.56
2026-03-26,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,92235679.47
2026-03-26,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,432548787.42
2026-03-26,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-47897960.68
2026-03-26,GL-1900,GL-1900,Other assets,ASSET,GHS,47782193.73
2026-03-26,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,492749693.86
2026-03-26,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14782490.82
2026-03-26,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-03-26,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28660972.40
2026-03-26,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30604467.81
2026-03-27,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,20076065.48
2026-03-27,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43052950.52
2026-03-27,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,95653521.77
2026-03-27,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,432661189.04
2026-03-27,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-49987762.57
2026-03-27,GL-1900,GL-1900,Other assets,ASSET,GHS,47680172.41
2026-03-27,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,493065907.13
2026-03-27,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14791977.21
2026-03-27,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-03-27,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28666885.68
2026-03-27,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30611366.62
2026-03-30,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19528892.65
2026-03-30,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44737334.95
2026-03-30,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,92532749.29
2026-03-30,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,433334098.96
2026-03-30,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-49994436.58
2026-03-30,GL-1900,GL-1900,Other assets,ASSET,GHS,49519237.78
2026-03-30,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,493535134.46
2026-03-30,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14806054.03
2026-03-30,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-03-30,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28684625.49
2026-03-30,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30632063.07
2026-03-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,20102861.65
2026-03-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43195146.27
2026-03-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,95918916.49
2026-03-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,433444661.29
2026-03-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50013908.43
2026-03-31,GL-1900,GL-1900,Other assets,ASSET,GHS,47377131.30
2026-03-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,493878939.73
2026-03-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14816368.19
2026-03-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-03-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28690538.76
2026-03-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30638961.89
2026-04-01,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19654262.64
2026-04-01,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43450728.25
2026-04-01,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,92959852.89
2026-04-01,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,433170778.78
2026-04-01,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50090139.20
2026-04-01,GL-1900,GL-1900,Other assets,ASSET,GHS,41261572.69
2026-04-01,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,484528877.00
2026-04-01,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14535866.31
2026-04-01,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-01,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28696452.04
2026-04-01,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30645860.71
2026-04-02,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19005735.35
2026-04-02,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44597541.34
2026-04-02,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,90545744.99
2026-04-02,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,433117745.83
2026-04-02,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-49988778.73
2026-04-02,GL-1900,GL-1900,Other assets,ASSET,GHS,43228492.67
2026-04-02,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,484612967.58
2026-04-02,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14538389.03
2026-04-02,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-02,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28702365.31
2026-04-02,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30652759.53
2026-04-03,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19219155.82
2026-04-03,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43850968.40
2026-04-03,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,90998205.02
2026-04-03,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,433540381.24
2026-04-03,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-49969639.52
2026-04-03,GL-1900,GL-1900,Other assets,ASSET,GHS,42873998.75
2026-04-03,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,484606925.03
2026-04-03,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14538207.75
2026-04-03,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-03,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28708278.58
2026-04-03,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30659658.34
2026-04-06,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19798381.93
2026-04-06,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,42626251.23
2026-04-06,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,93598079.92
2026-04-06,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,433972247.71
2026-04-06,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50157387.30
2026-04-06,GL-1900,GL-1900,Other assets,ASSET,GHS,41369676.90
2026-04-06,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485243570.09
2026-04-06,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14557307.10
2026-04-06,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-06,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28726018.40
2026-04-06,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30680354.80
2026-04-07,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19583338.51
2026-04-07,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43533910.81
2026-04-07,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,93484405.41
2026-04-07,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,433668810.92
2026-04-07,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50166898.01
2026-04-07,GL-1900,GL-1900,Other assets,ASSET,GHS,41552056.58
2026-04-07,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485666445.57
2026-04-07,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14569993.37
2026-04-07,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-07,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28731931.67
2026-04-07,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30687253.61
2026-04-08,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19114718.48
2026-04-08,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44858553.03
2026-04-08,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,90398819.50
2026-04-08,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,433544723.25
2026-04-08,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50055759.83
2026-04-08,GL-1900,GL-1900,Other assets,ASSET,GHS,43740004.83
2026-04-08,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485601030.96
2026-04-08,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14568030.93
2026-04-08,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-08,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28737844.94
2026-04-08,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30694152.43
2026-04-09,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19181359.85
2026-04-09,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43779352.04
2026-04-09,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,91537259.60
2026-04-09,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,433963032.85
2026-04-09,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-49995927.59
2026-04-09,GL-1900,GL-1900,Other assets,ASSET,GHS,43107348.87
2026-04-09,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485560792.39
2026-04-09,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14566823.77
2026-04-09,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-09,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28743758.21
2026-04-09,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30701051.25
2026-04-10,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19804092.39
2026-04-10,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,42722151.59
2026-04-10,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,93846286.07
2026-04-10,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,434239995.77
2026-04-10,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50179899.06
2026-04-10,GL-1900,GL-1900,Other assets,ASSET,GHS,41362870.52
2026-04-10,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485764927.89
2026-04-10,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14572947.84
2026-04-10,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-10,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28749671.48
2026-04-10,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30707950.07
2026-04-13,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19155410.32
2026-04-13,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43871256.89
2026-04-13,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,91427777.68
2026-04-13,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,434328164.06
2026-04-13,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50090692.45
2026-04-13,GL-1900,GL-1900,Other assets,ASSET,GHS,43241552.54
2026-04-13,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485861564.29
2026-04-13,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14575846.93
2026-04-13,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-13,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28767411.30
2026-04-13,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30728646.52
2026-04-14,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18923899.80
2026-04-14,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44675977.34
2026-04-14,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,89665334.88
2026-04-14,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,434311325.33
2026-04-14,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50154614.69
2026-04-14,GL-1900,GL-1900,Other assets,ASSET,GHS,44477149.49
2026-04-14,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485815730.34
2026-04-14,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14574471.91
2026-04-14,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-14,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28773324.57
2026-04-14,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30735545.34
2026-04-15,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19329575.38
2026-04-15,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44195484.05
2026-04-15,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,92068544.97
2026-04-15,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,434219995.59
2026-04-15,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50328420.89
2026-04-15,GL-1900,GL-1900,Other assets,ASSET,GHS,42672407.48
2026-04-15,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,486054276.30
2026-04-15,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14581628.29
2026-04-15,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-15,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28779237.84
2026-04-15,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30742444.15
2026-04-16,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,20019688.61
2026-04-16,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,42959862.26
2026-04-16,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,94697044.09
2026-04-16,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,434325489.26
2026-04-16,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50395912.41
2026-04-16,GL-1900,GL-1900,Other assets,ASSET,GHS,40618571.32
2026-04-16,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,486107037.92
2026-04-16,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14583211.14
2026-04-16,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-16,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28785151.12
2026-04-16,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30749342.97
2026-04-17,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19477086.01
2026-04-17,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43133934.72
2026-04-17,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,92942196.92
2026-04-17,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,434560829.93
2026-04-17,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50191303.55
2026-04-17,GL-1900,GL-1900,Other assets,ASSET,GHS,42072640.36
2026-04-17,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485871920.59
2026-04-17,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14576157.62
2026-04-17,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-17,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28791064.39
2026-04-17,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30756241.79
2026-04-20,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19987260.71
2026-04-20,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,42966716.61
2026-04-20,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,94667779.48
2026-04-20,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,434613795.52
2026-04-20,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50419356.15
2026-04-20,GL-1900,GL-1900,Other assets,ASSET,GHS,40227413.08
2026-04-20,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485881424.08
2026-04-20,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14576442.72
2026-04-20,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-20,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28808804.20
2026-04-20,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30776938.24
2026-04-21,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19489105.27
2026-04-21,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43076093.13
2026-04-21,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,92863740.60
2026-04-21,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,434845085.92
2026-04-21,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50235538.12
2026-04-21,GL-1900,GL-1900,Other assets,ASSET,GHS,41744090.07
2026-04-21,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485615555.67
2026-04-21,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14568466.67
2026-04-21,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-21,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28814717.48
2026-04-21,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30783837.06
2026-04-22,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18972495.43
2026-04-22,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44526968.34
2026-04-22,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,89699282.57
2026-04-22,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,434801142.20
2026-04-22,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50173706.28
2026-04-22,GL-1900,GL-1900,Other assets,ASSET,GHS,43741220.42
2026-04-22,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485394209.76
2026-04-22,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14561826.29
2026-04-22,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-22,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28820630.75
2026-04-22,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30790735.87
2026-04-23,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19320649.58
2026-04-23,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44081795.70
2026-04-23,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,92174378.51
2026-04-23,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,434696928.72
2026-04-23,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50472062.71
2026-04-23,GL-1900,GL-1900,Other assets,ASSET,GHS,41958466.89
2026-04-23,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485568910.65
2026-04-23,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14567067.32
2026-04-23,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-23,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28826544.02
2026-04-23,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30797634.69
2026-04-24,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18871239.40
2026-04-24,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44390821.65
2026-04-24,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,90061224.41
2026-04-24,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,434941901.09
2026-04-24,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50298825.72
2026-04-24,GL-1900,GL-1900,Other assets,ASSET,GHS,43506263.76
2026-04-24,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485277314.37
2026-04-24,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14558319.43
2026-04-24,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-24,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28832457.29
2026-04-24,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30804533.51
2026-04-27,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19489800.97
2026-04-27,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43325059.45
2026-04-27,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,92350883.56
2026-04-27,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,435359283.38
2026-04-27,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50494972.49
2026-04-27,GL-1900,GL-1900,Other assets,ASSET,GHS,41589460.68
2026-04-27,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485382610.17
2026-04-27,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14561478.31
2026-04-27,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-27,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28850197.11
2026-04-27,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30825229.96
2026-04-28,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18892387.61
2026-04-28,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44353146.04
2026-04-28,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,90026432.67
2026-04-28,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,435227516.98
2026-04-28,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50344434.20
2026-04-28,GL-1900,GL-1900,Other assets,ASSET,GHS,43339101.43
2026-04-28,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485248457.64
2026-04-28,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14557453.73
2026-04-28,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-28,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28856110.38
2026-04-28,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30832128.78
2026-04-29,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19386478.21
2026-04-29,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44236882.35
2026-04-29,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,91811590.84
2026-04-29,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,435127842.85
2026-04-29,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50539624.35
2026-04-29,GL-1900,GL-1900,Other assets,ASSET,GHS,41672242.02
2026-04-29,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485431418.12
2026-04-29,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14562942.54
2026-04-29,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-29,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28862023.65
2026-04-29,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30839027.60
2026-04-30,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19861912.06
2026-04-30,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,42849015.86
2026-04-30,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,94804853.31
2026-04-30,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,435399137.39
2026-04-30,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50680495.15
2026-04-30,GL-1900,GL-1900,Other assets,ASSET,GHS,39645240.52
2026-04-30,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485597864.70
2026-04-30,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14567935.94
2026-04-30,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-04-30,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28867936.93
2026-04-30,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30845926.41
2026-05-01,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19520402.29
2026-05-01,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43310158.92
2026-05-01,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,92274871.33
2026-05-01,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,435659764.89
2026-05-01,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50543948.90
2026-05-01,GL-1900,GL-1900,Other assets,ASSET,GHS,41437604.22
2026-05-01,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485371045.94
