# Sample Bank Ltd (BK-0PMD7Z5M) onboarding dataset — LOAN book re-push as at 2026-06-30 adding the BoG prudential-return attributes (docs/API_INTEGRATION.md §3.4): sector (BSD4 taxonomy), ownership, facility_type, bog_classification + days_past_due, interest_in_suspense_ghs, ecl_provision_ghs. Every typed field and pre-existing attribute of the current generation is resent because a re-push supersedes the snapshot whole. Push with: uv run python scripts/ingest_push.py --entity position=onboarding/sample_bank/loans_attributes_repush.csv --as-of 2026-06-30 ...
source_reference,position_type,currency,balance,notional,counterparty_reference,product_code,gl_account_code,origination_date,contractual_maturity,next_repricing_date,interest_rate,rate_type,rate_index,rate_spread,ifrs9_stage,attributes.balance_ghs,attributes.branch_id,attributes.months_on_book,attributes.scheduled_principal_ghs,attributes.interest_accrued_ghs,attributes.sector,attributes.ownership,attributes.facility_type,attributes.bog_classification,attributes.days_past_due,attributes.interest_in_suspense_ghs,attributes.ecl_provision_ghs
AA.ARRANGEMENT/1257246,LOAN,GHS,86403.31,90903.22,SBL-CUST-007273,LN.RET.PERS,1301,2025-01-12,2028-09-23,2028-09-23,0.3218,FIXED,,,2,86403.31,BR-008,2,2279.72,2378.18,services.salary_credit,,scheduled,olem,33,,3456.13
AA.ARRANGEMENT/1257248,LOAN,GHS,21491.02,22097.45,SBL-CUST-010545,LN.RET.PERS,1301,2025-03-26,2029-10-31,2029-10-31,0.3275,FIXED,,,1,21491.02,BR-005,2,307.3,594.91,services.salary_credit,,scheduled,current,0,,107.46
AA.ARRANGEMENT/1257250,LOAN,GHS,51281.45,56707.4,SBL-CUST-014847,LN.RET.PERS,1301,2023-07-26,2027-11-02,2027-11-02,0.3216,FIXED,,,1,51281.45,BR-004,2,2748.85,1448.01,services.salary_credit,,scheduled,current,0,,256.41
AA.ARRANGEMENT/1257251,LOAN,GHS,43044.53,53994.02,SBL-CUST-011697,LN.RET.PERS,1301,2023-12-29,2027-03-13,2027-03-13,0.3105,FIXED,,,1,43044.53,BR-005,2,5544.67,1257.25,services.salary_credit,,scheduled,current,0,,215.22
AA.ARRANGEMENT/1257256,LOAN,GHS,22197.34,30305.45,SBL-CUST-003218,LN.RET.PERS,1301,2024-09-12,2026-12-31,2026-12-31,0.3134,FIXED,,,1,22197.34,BR-008,2,4106.31,686.96,services.salary_credit,,scheduled,current,0,,110.99
AA.ARRANGEMENT/1257261,LOAN,GHS,7114.18,7646.96,SBL-CUST-004067,LN.RET.PERS,1301,2025-10-13,2028-03-31,2028-03-31,0.3078,FIXED,,,1,7114.18,BR-001,2,269.76,189.4,transport.road,,scheduled,current,0,,35.57
AA.ARRANGEMENT/1257262,LOAN,GHS,19055.49,22304.51,SBL-CUST-004664,LN.RET.PERS,1301,2024-01-19,2027-06-02,2027-06-02,0.3178,FIXED,,,1,19055.49,BR-002,2,1645.74,548.24,services.salary_credit,,scheduled,current,0,,95.28
AA.ARRANGEMENT/1257274,LOAN,GHS,12620.25,18457.92,SBL-CUST-002822,LN.RET.PERS,1301,2023-12-26,2026-12-10,2026-12-10,0.314,FIXED,,,1,12620.25,BR-009,2,2956.53,407.59,services.salary_credit,,scheduled,current,0,,63.10
AA.ARRANGEMENT/1257275,LOAN,GHS,7613.13,8028.73,SBL-CUST-010514,LN.RET.PERS,1301,2023-12-25,2028-08-30,2028-08-30,0.3275,FIXED,,,1,7613.13,BR-005,2,210.6,213.52,commerce.other,,scheduled,current,0,,38.07
AA.ARRANGEMENT/1257279,LOAN,GHS,50862.45,55510.75,SBL-CUST-000757,LN.RET.PERS,1301,2025-09-09,2027-12-28,2027-12-28,0.3131,FIXED,,,1,50862.45,BR-002,2,2354.08,1388.51,services.salary_credit,,scheduled,current,0,,254.31
AA.ARRANGEMENT/1257280,LOAN,GHS,2049.82,2667.94,SBL-CUST-013243,LN.RET.PERS,1301,2025-09-21,2027-02-13,2027-02-13,0.3019,FIXED,,,1,2049.82,BR-003,2,312.9,59.44,services.salary_credit,,scheduled,current,0,,10.25
AA.ARRANGEMENT/1257281,LOAN,GHS,14653.17,14887.18,SBL-CUST-013662,LN.RET.PERS,1301,2026-03-19,2031-01-22,2031-01-22,0.3278,FIXED,,,1,14653.17,BR-012,2,118.58,403.51,agriculture.other,,scheduled,current,0,,73.27
AA.ARRANGEMENT/1257282,LOAN,GHS,21582.53,31576.37,SBL-CUST-005617,LN.RET.PERS,1301,2023-03-19,2026-11-28,2026-11-28,0.3097,FIXED,,,1,21582.53,BR-011,2,5060.58,687.61,services.salary_credit,,scheduled,current,0,,107.91
AA.ARRANGEMENT/1257294,LOAN,GHS,5224.42,15300.46,SBL-CUST-007675,LN.RET.PERS,1301,2025-08-26,2026-09-20,2026-09-20,0.2948,FIXED,,,1,5224.42,BR-012,2,5099.15,253.62,services.salary_credit,,scheduled,current,0,,26.12
AA.ARRANGEMENT/1257295,LOAN,GHS,9339.24,10033.43,SBL-CUST-011010,LN.RET.PERS,1301,2025-02-08,2028-03-24,2028-03-24,0.3156,FIXED,,,1,9339.24,BR-005,2,351.6,254.87,services.personal,,scheduled,current,0,,46.70
AA.ARRANGEMENT/1257300,LOAN,GHS,14867.2,15365.65,SBL-CUST-003495,LN.RET.PERS,1301,2024-08-16,2029-06-21,2029-06-21,0.3266,FIXED,,,2,14867.2,BR-006,2,252.57,411.51,commerce.other,,scheduled,olem,89,,594.69
AA.ARRANGEMENT/1257304,LOAN,GHS,3849.24,11265.85,SBL-CUST-007851,LN.RET.PERS,1301,2024-11-19,2026-09-10,2026-09-10,0.3028,FIXED,,,1,3849.24,BR-009,2,3754.51,191.87,services.salary_credit,,scheduled,current,0,,19.25
AA.ARRANGEMENT/1257305,LOAN,GHS,1926.6,2069.65,SBL-CUST-000828,LN.RET.PERS,1301,2024-07-11,2028-03-22,2028-03-22,0.3167,FIXED,,,1,1926.6,BR-001,2,72.46,52.76,services.personal,,scheduled,current,0,,9.63
AA.ARRANGEMENT/1257306,LOAN,GHS,3444.97,3703.04,SBL-CUST-003901,LN.RET.PERS,1301,2026-02-14,2028-04-04,2028-04-04,0.3075,FIXED,,,1,3444.97,BR-008,2,130.67,91.63,services.salary_credit,,scheduled,current,0,,17.22
AA.ARRANGEMENT/1257310,LOAN,GHS,2642.37,3612.41,SBL-CUST-008219,LN.RET.PERS,1301,2025-02-05,2026-12-27,2026-12-27,0.296,FIXED,,,1,2642.37,BR-003,2,490.93,77.29,services.personal,,scheduled,current,0,,13.21
AA.ARRANGEMENT/1257314,LOAN,GHS,3199.87,3285.62,SBL-CUST-006850,LN.RET.PERS,1301,2025-07-20,2029-11-26,2029-11-26,0.3328,FIXED,,,1,3199.87,BR-006,2,43.46,89.95,services.salary_credit,,scheduled,current,0,,16.00
AA.ARRANGEMENT/1257317,LOAN,GHS,43160.93,48176.01,SBL-CUST-009172,LN.RET.PERS,1301,2026-03-14,2027-10-05,2027-10-05,0.3061,FIXED,,,1,43160.93,BR-008,2,2539.12,1165.73,services.salary_credit,,scheduled,current,0,,215.80
AA.ARRANGEMENT/1257319,LOAN,GHS,138689.36,141817.94,SBL-CUST-009231,LN.RET.PERS,1301,2026-04-29,2030-05-08,2030-05-08,0.3209,FIXED,,,1,138689.36,BR-003,2,1584.93,3751.17,commerce.other,,scheduled,current,0,,693.45
AA.ARRANGEMENT/1257320,LOAN,GHS,123338.65,133782.51,SBL-CUST-000890,LN.RET.PERS,1301,2024-04-14,2028-01-24,2028-01-24,0.3192,FIXED,,,1,123338.65,BR-005,2,5290.47,3421.53,services.salary_credit,,scheduled,current,0,,616.69
AA.ARRANGEMENT/1257321,LOAN,GHS,3191.51,3482.47,SBL-CUST-007519,LN.RET.PERS,1301,2024-09-12,2027-12-26,2027-12-26,0.3161,FIXED,,,1,3191.51,BR-001,2,147.37,87.95,services.salary_credit,,scheduled,current,0,,15.96
AA.ARRANGEMENT/1257338,LOAN,GHS,2947.97,5754.85,SBL-CUST-000010,LN.RET.PERS,1301,2025-10-03,2026-09-28,2026-09-28,0.2979,FIXED,,,1,2947.97,BR-007,2,1420.65,108.45,services.salary_credit,,scheduled,current,0,,14.74
AA.ARRANGEMENT/1257341,LOAN,GHS,2127.91,2490.05,SBL-CUST-012500,LN.RET.PERS,1301,2024-02-03,2027-06-17,2027-06-17,0.3215,FIXED,,,1,2127.91,BR-003,2,183.46,61.93,transport.road,,scheduled,current,0,,10.64
AA.ARRANGEMENT/1257345,LOAN,GHS,12783.96,13262.58,SBL-CUST-012190,LN.RET.PERS,1301,2026-02-06,2029-04-21,2029-04-21,0.3138,FIXED,,,2,12783.96,BR-009,2,242.4,340.64,services.salary_credit,,scheduled,olem,89,,511.36
AA.ARRANGEMENT/1257346,LOAN,GHS,44728.01,48507.53,SBL-CUST-008115,LN.RET.PERS,1301,2024-02-06,2028-02-15,2028-02-15,0.3216,FIXED,,,1,44728.01,BR-003,2,1914.75,1250.03,miscellaneous,,scheduled,current,0,,223.64
AA.ARRANGEMENT/1257351,LOAN,GHS,54159.04,55811.64,SBL-CUST-004799,LN.RET.PERS,1301,2024-11-01,2029-09-06,2029-09-06,0.3307,FIXED,,,1,54159.04,BR-006,2,837.53,1515.61,services.salary_credit,,scheduled,current,0,,270.80
AA.ARRANGEMENT/1257355,LOAN,GHS,5679.23,6654.7,SBL-CUST-013076,LN.RET.PERS,1301,2025-09-19,2027-06-11,2027-06-11,0.3032,FIXED,,,1,5679.23,BR-007,2,493.82,155.97,services.salary_credit,,scheduled,current,0,,28.40
AA.ARRANGEMENT/1257356,LOAN,GHS,4119.51,8034.59,SBL-CUST-002642,LN.RET.PERS,1301,2024-06-28,2026-10-16,2026-10-16,0.3093,FIXED,,,1,4119.51,BR-011,2,1982.45,157.28,services.salary_credit,,scheduled,current,27,,20.60
AA.ARRANGEMENT/1257357,LOAN,GHS,22673.15,33190.87,SBL-CUST-000119,LN.RET.PERS,1301,2025-02-26,2026-12-18,2026-12-18,0.3024,FIXED,,,1,22673.15,BR-007,2,5324.3,705.54,services.salary_credit,,scheduled,current,6,,113.37
AA.ARRANGEMENT/1257359,LOAN,GHS,6333.69,9274.46,SBL-CUST-013605,LN.RET.PERS,1301,2025-06-23,2026-12-15,2026-12-15,0.2987,FIXED,,,1,6333.69,BR-011,2,1488.46,194.71,services.salary_credit,,scheduled,current,16,,31.67
AA.ARRANGEMENT/1257363,LOAN,GHS,19164.35,21205.43,SBL-CUST-009246,LN.RET.PERS,1301,2025-02-04,2027-11-21,2027-11-21,0.3126,FIXED,,,1,19164.35,BR-012,2,1033.66,526.16,services.salary_credit,,scheduled,current,0,,95.82
AA.ARRANGEMENT/1257366,LOAN,GHS,90662.87,93673.91,SBL-CUST-013534,LN.RET.PERS,1301,2024-12-01,2029-07-08,2029-07-08,0.3321,FIXED,,,1,90662.87,BR-012,2,1526.07,2551.33,services.salary_credit,,scheduled,current,0,,453.31
AA.ARRANGEMENT/1257367,LOAN,GHS,106892.07,111961.25,SBL-CUST-001560,LN.RET.PERS,1301,2026-04-06,2028-11-21,2028-11-21,0.3144,FIXED,,,3,106892.07,BR-007,2,2567.36,2867.84,services.salary_credit,,scheduled,substandard,156,6076.86,32067.62
AA.ARRANGEMENT/1257370,LOAN,GHS,4293.28,4833.28,SBL-CUST-002005,LN.RET.PERS,1301,2023-09-22,2027-09-01,2027-09-01,0.3189,FIXED,,,1,4293.28,BR-003,2,273.54,121.36,services.salary_credit,,scheduled,current,6,,21.47
AA.ARRANGEMENT/1257371,LOAN,GHS,106966.24,109138.57,SBL-CUST-001063,LN.RET.PERS,1301,2025-07-17,2030-06-21,2030-06-21,0.3335,FIXED,,,1,106966.24,BR-003,2,1101.05,3003.37,commerce.other,,scheduled,current,0,,534.83
AA.ARRANGEMENT/1257373,LOAN,GHS,58157.9,67137.37,SBL-CUST-004008,LN.RET.PERS,1301,2025-09-04,2027-06-26,2027-06-26,0.3,FIXED,,,1,58157.9,BR-003,2,4545.16,1567.58,transport.road,,scheduled,current,0,,290.79
AA.ARRANGEMENT/1257374,LOAN,GHS,2735.87,2821.43,SBL-CUST-004900,LN.RET.PERS,1301,2025-09-28,2029-09-07,2029-09-07,0.3172,FIXED,,,1,2735.87,BR-006,2,43.34,73.46,services.salary_credit,,scheduled,current,0,,13.68
AA.ARRANGEMENT/1257377,LOAN,GHS,45558.08,55591.44,SBL-CUST-014163,LN.RET.PERS,1301,2026-02-21,2027-04-17,2027-04-17,0.3043,FIXED,,,1,45558.08,BR-001,2,5079.49,1284.08,agriculture.other,,scheduled,current,0,,227.79
AA.ARRANGEMENT/1257384,LOAN,GHS,6076.45,7114.96,SBL-CUST-007733,LN.RET.PERS,1301,2024-06-05,2027-06-20,2027-06-20,0.3131,FIXED,,,1,6076.45,BR-004,2,525.94,172.27,miscellaneous,,scheduled,current,0,,30.38
AA.ARRANGEMENT/1257392,LOAN,GHS,12270.61,14382.81,SBL-CUST-000617,LN.RET.PERS,1301,2025-11-11,2027-06-04,2027-06-04,0.2989,FIXED,,,2,12270.61,BR-002,2,1069.09,332.27,miscellaneous,,scheduled,olem,39,,490.82
AA.ARRANGEMENT/1257393,LOAN,GHS,9850.36,10630.49,SBL-CUST-008277,LN.RET.PERS,1301,2025-04-13,2028-02-27,2028-02-27,0.3177,FIXED,,,2,9850.36,BR-010,2,395.16,271.25,services.salary_credit,,scheduled,olem,54,,394.01
AA.ARRANGEMENT/1257398,LOAN,GHS,37688.38,41667.95,SBL-CUST-008229,LN.RET.PERS,1301,2024-02-10,2027-11-21,2027-11-21,0.3244,FIXED,,,1,37688.38,BR-008,2,2016.32,1073.35,services.salary_credit,,scheduled,current,14,,188.44
AA.ARRANGEMENT/1257399,LOAN,GHS,58437.14,73243.98,SBL-CUST-012581,LN.RET.PERS,1301,2023-10-28,2027-03-11,2027-03-11,0.321,FIXED,,,2,58437.14,BR-002,2,7501.13,1763.85,services.salary_credit,,scheduled,olem,53,,2337.49
AA.ARRANGEMENT/1257401,LOAN,GHS,52950.23,55699.59,SBL-CUST-013109,LN.RET.PERS,1301,2024-10-31,2028-10-10,2028-10-10,0.3242,FIXED,,,3,52950.23,BR-007,2,1393,1468.17,services.salary_credit,,scheduled,substandard,156,3104.07,15885.07
AA.ARRANGEMENT/1257404,LOAN,GHS,8403.75,16370.54,SBL-CUST-004650,LN.RET.PERS,1301,2023-02-05,2026-10-17,2026-10-17,0.3247,FIXED,,,2,8403.75,BR-010,2,4036.57,336.61,services.salary_credit,,scheduled,olem,42,,336.15
AA.ARRANGEMENT/1257407,LOAN,GHS,54135.76,88130.04,SBL-CUST-006438,LN.RET.PERS,1301,2025-08-29,2026-11-22,2026-11-22,0.2901,FIXED,,,1,54135.76,BR-007,2,17200.14,1724.55,miscellaneous,,scheduled,current,0,,270.68
AA.ARRANGEMENT/1257408,LOAN,GHS,95647.8,101902.06,SBL-CUST-012523,LN.RET.PERS,1301,2024-07-10,2028-05-20,2028-05-20,0.3199,FIXED,,,3,95647.8,BR-008,2,3168.26,2634.27,services.salary_credit,,scheduled,substandard,176,7209.33,28694.34
AA.ARRANGEMENT/1257409,LOAN,GHS,8255.5,8487.33,SBL-CUST-014895,LN.RET.PERS,1301,2024-12-22,2029-10-27,2029-10-27,0.33,FIXED,,,1,8255.5,BR-010,2,117.49,230.26,services.salary_credit,,scheduled,current,0,,41.28
AA.ARRANGEMENT/1257411,LOAN,GHS,16998.44,18442.44,SBL-CUST-007143,LN.RET.PERS,1301,2025-09-09,2028-01-27,2028-01-27,0.3155,FIXED,,,1,16998.44,BR-012,2,731.37,466.15,agriculture.other,,scheduled,current,0,,84.99
AA.ARRANGEMENT/1257412,LOAN,GHS,23137.34,31596.36,SBL-CUST-002394,LN.RET.PERS,1301,2024-01-11,2027-01-25,2027-01-25,0.3103,FIXED,,,1,23137.34,BR-002,2,4283.5,709.06,services.personal,,scheduled,current,0,,115.69
AA.ARRANGEMENT/1257416,LOAN,GHS,5992.15,6227.1,SBL-CUST-010324,LN.RET.PERS,1301,2025-11-13,2029-03-27,2029-03-27,0.3133,FIXED,,,1,5992.15,BR-010,2,118.99,159.55,services.salary_credit,,scheduled,current,0,,29.96
AA.ARRANGEMENT/1257419,LOAN,GHS,11150.11,15243.3,SBL-CUST-012783,LN.RET.PERS,1301,2025-10-23,2027-01-16,2027-01-16,0.2961,FIXED,,,1,11150.11,BR-010,2,2071.54,326.24,services.salary_credit,,scheduled,current,15,,55.75
AA.ARRANGEMENT/1257421,LOAN,GHS,75162.32,110070.13,SBL-CUST-005742,LN.RET.PERS,1301,2025-02-24,2026-12-16,2026-12-16,0.2976,FIXED,,,2,75162.32,BR-008,2,17667.68,2302.18,services.salary_credit,,scheduled,olem,89,,3006.49
AA.ARRANGEMENT/1257423,LOAN,GHS,46798.92,76088.46,SBL-CUST-011029,LN.RET.PERS,1301,2024-08-01,2026-11-19,2026-11-19,0.3064,FIXED,,,3,46798.92,BR-009,2,14829.38,1573.58,services.personal,,scheduled,loss,633,21332.00,46798.92
AA.ARRANGEMENT/1257427,LOAN,GHS,21485.65,24794.28,SBL-CUST-013459,LN.RET.PERS,1301,2025-03-24,2027-07-12,2027-07-12,0.3048,FIXED,,,1,21485.65,BR-011,2,1675.06,588.28,services.personal,,scheduled,current,0,,107.43
AA.ARRANGEMENT/1257428,LOAN,GHS,79533.4,80889.95,SBL-CUST-004619,LN.RET.PERS,1301,2026-03-26,2030-11-30,2030-11-30,0.3297,FIXED,,,1,79533.4,BR-002,2,687.47,2204.07,agriculture.other,,scheduled,current,0,,397.67
AA.ARRANGEMENT/1257430,LOAN,GHS,32187.22,34747.85,SBL-CUST-009226,LN.RET.PERS,1301,2025-02-26,2028-03-12,2028-03-12,0.3128,FIXED,,,1,32187.22,BR-008,2,1296.79,872.82,services.personal,,scheduled,current,0,,160.94
AA.ARRANGEMENT/1257431,LOAN,GHS,3872.89,4413.57,SBL-CUST-000343,LN.RET.PERS,1301,2025-09-02,2027-08-23,2027-08-23,0.3013,FIXED,,,3,3872.89,BR-004,2,273.69,104.11,agriculture.other,,scheduled,substandard,102,38.36,1161.87
AA.ARRANGEMENT/1257432,LOAN,GHS,14503.72,15938.59,SBL-CUST-002137,LN.RET.PERS,1301,2025-02-13,2027-11-30,2027-11-30,0.3068,FIXED,,,1,14503.72,BR-006,2,726.49,389.39,services.salary_credit,,scheduled,current,0,,72.52
AA.ARRANGEMENT/1257436,LOAN,GHS,10505.74,11048.16,SBL-CUST-009309,LN.RET.PERS,1301,2024-03-20,2028-09-25,2028-09-25,0.3287,FIXED,,,1,10505.74,BR-003,2,274.87,295.3,services.personal,,scheduled,current,0,,52.53
AA.ARRANGEMENT/1257438,LOAN,GHS,43804.79,51252.97,SBL-CUST-002748,LN.RET.PERS,1301,2023-04-02,2027-06-10,2027-06-10,0.3233,FIXED,,,1,43804.79,BR-003,2,3773.59,1281.84,services.salary_credit,,scheduled,current,0,,219.02
AA.ARRANGEMENT/1257441,LOAN,GHS,36998.36,48146.69,SBL-CUST-000586,LN.RET.PERS,1301,2025-02-09,2027-01-30,2027-01-30,0.3042,FIXED,,,1,36998.36,BR-002,2,5643.93,1080.98,services.salary_credit,,scheduled,current,0,,184.99
AA.ARRANGEMENT/1257444,LOAN,GHS,124183.28,130373.83,SBL-CUST-008191,LN.RET.PERS,1301,2025-09-21,2028-11-04,2028-11-04,0.3151,FIXED,,,1,124183.28,BR-006,2,3135.39,3343.18,services.salary_credit,,scheduled,current,0,,620.92
AA.ARRANGEMENT/1257445,LOAN,GHS,22197.5,23341.84,SBL-CUST-012523,LN.RET.PERS,1301,2023-10-17,2028-09-20,2028-09-20,0.3299,FIXED,,,3,22197.5,BR-001,2,579.93,626.19,services.salary_credit,,scheduled,substandard,117,541.70,6659.25
AA.ARRANGEMENT/1257447,LOAN,GHS,25627.8,26592.07,SBL-CUST-004777,LN.RET.PERS,1301,2026-04-22,2029-05-06,2029-05-06,0.3107,FIXED,,,1,25627.8,BR-008,2,488.3,676.19,services.salary_credit,,scheduled,current,29,,128.14
AA.ARRANGEMENT/1257448,LOAN,GHS,10743.61,11974.26,SBL-CUST-007020,LN.RET.PERS,1301,2023-04-10,2027-10-16,2027-10-16,0.327,FIXED,,,1,10743.61,BR-002,2,623.6,309.76,miscellaneous,,scheduled,current,0,,53.72
AA.ARRANGEMENT/1257452,LOAN,GHS,32724.96,95826.65,SBL-CUST-008884,LN.RET.PERS,1301,2025-02-02,2026-09-25,2026-09-25,0.2965,FIXED,,,1,32724.96,BR-010,2,31935.87,1597.66,miscellaneous,,scheduled,current,0,,163.62
AA.ARRANGEMENT/1257455,LOAN,GHS,29718.31,32448.11,SBL-CUST-004331,LN.RET.PERS,1301,2024-12-08,2027-12-23,2027-12-23,0.3069,FIXED,,,1,29718.31,BR-004,2,1382.13,795.39,services.salary_credit,,scheduled,current,0,,148.59
AA.ARRANGEMENT/1257456,LOAN,GHS,86201.85,93537.94,SBL-CUST-004120,LN.RET.PERS,1301,2024-12-26,2028-02-09,2028-02-09,0.3134,FIXED,,,1,86201.85,BR-006,2,3715.33,2348.34,commerce.other,,scheduled,current,0,,431.01
AA.ARRANGEMENT/1257457,LOAN,GHS,28159.66,82395.09,SBL-CUST-004891,LN.RET.PERS,1301,2024-09-28,2026-09-18,2026-09-18,0.3061,FIXED,,,1,28159.66,BR-012,2,27459.22,1418.74,services.salary_credit,,scheduled,current,0,,140.80
AA.ARRANGEMENT/1257458,LOAN,GHS,7966.85,8896.67,SBL-CUST-006546,LN.RET.PERS,1301,2026-03-10,2027-10-01,2027-10-01,0.2996,FIXED,,,1,7966.85,BR-005,2,470.64,210.66,transport.road,,scheduled,current,20,,39.83
AA.ARRANGEMENT/1257461,LOAN,GHS,60631.93,62185.66,SBL-CUST-011367,LN.RET.PERS,1301,2026-04-05,2030-01-14,2030-01-14,0.3154,FIXED,,,1,60631.93,BR-006,2,786.94,1614.29,services.salary_credit,,scheduled,current,0,,303.16
AA.ARRANGEMENT/1257462,LOAN,GHS,18388.01,22417.28,SBL-CUST-001001,LN.RET.PERS,1301,2024-01-22,2027-04-06,2027-04-06,0.3164,FIXED,,,1,18388.01,BR-003,2,2040.85,538.64,services.salary_credit,,scheduled,current,0,,91.94
AA.ARRANGEMENT/1257463,LOAN,GHS,3404.42,3471.39,SBL-CUST-002730,LN.RET.PERS,1301,2026-01-23,2030-08-30,2030-08-30,0.3162,FIXED,,,1,3404.42,BR-004,2,33.92,90.6,services.salary_credit,,scheduled,current,0,,17.02
AA.ARRANGEMENT/1257465,LOAN,GHS,2795.09,4093.89,SBL-CUST-012866,LN.RET.PERS,1301,2025-08-07,2026-11-30,2026-11-30,0.2955,FIXED,,,1,2795.09,BR-005,2,657.3,85.02,services.salary_credit,,scheduled,current,0,,13.98
AA.ARRANGEMENT/1257467,LOAN,GHS,47399.98,50012.92,SBL-CUST-001037,LN.RET.PERS,1301,2025-07-12,2028-08-25,2028-08-25,0.3194,FIXED,,,1,47399.98,BR-010,2,1323.63,1296.86,services.salary_credit,,scheduled,current,0,,237.00
AA.ARRANGEMENT/1257468,LOAN,GHS,1691.59,2120.19,SBL-CUST-010741,LN.RET.PERS,1301,2023-10-25,2027-03-08,2027-03-08,0.3211,FIXED,,,1,1691.59,BR-005,2,217.13,51.07,services.salary_credit,,scheduled,current,0,,8.46
AA.ARRANGEMENT/1257470,LOAN,GHS,3290.28,3401.97,SBL-CUST-009759,LN.RET.PERS,1301,2026-03-12,2029-06-24,2029-06-24,0.3194,FIXED,,,1,3290.28,BR-012,2,56.58,89.08,miscellaneous,,scheduled,current,0,,16.45
AA.ARRANGEMENT/1257471,LOAN,GHS,102923.15,125665.81,SBL-CUST-014671,LN.RET.PERS,1301,2026-03-03,2027-03-28,2027-03-28,0.2963,FIXED,,,1,102923.15,BR-010,2,11510.01,2825.55,commerce.other,,scheduled,current,0,,514.62
AA.ARRANGEMENT/1257473,LOAN,GHS,1907.98,3099.18,SBL-CUST-006710,LN.RET.PERS,1301,2022-12-29,2026-11-08,2026-11-08,0.3184,FIXED,,,2,1907.98,BR-006,2,603.4,66.64,transport.road,,scheduled,olem,83,,76.32
AA.ARRANGEMENT/1257478,LOAN,GHS,40395.15,41691.12,SBL-CUST-013039,LN.RET.PERS,1301,2025-05-18,2029-07-26,2029-07-26,0.3268,FIXED,,,1,40395.15,BR-011,2,656.69,1117.98,services.salary_credit,,scheduled,current,0,,201.98
AA.ARRANGEMENT/1257479,LOAN,GHS,23579.74,29574.95,SBL-CUST-007883,LN.RET.PERS,1301,2024-09-07,2027-03-26,2027-03-26,0.3118,FIXED,,,1,23579.74,BR-006,2,3036.05,691.57,services.salary_credit,,scheduled,current,0,,117.90
AA.ARRANGEMENT/1257485,LOAN,GHS,50777.02,60477.42,SBL-CUST-011198,LN.RET.PERS,1301,2022-09-22,2027-04-29,2027-04-29,0.3292,FIXED,,,1,50777.02,BR-012,2,4915.83,1527.84,services.salary_credit,,scheduled,current,0,,253.89
AA.ARRANGEMENT/1257487,LOAN,GHS,890.49,2607.28,SBL-CUST-002206,LN.RET.PERS,1301,2024-12-21,2026-09-12,2026-09-12,0.2979,FIXED,,,1,890.49,BR-003,2,868.92,43.68,services.salary_credit,,scheduled,current,0,,4.45
AA.ARRANGEMENT/1257495,LOAN,GHS,2464.66,2638.03,SBL-CUST-008692,LN.RET.PERS,1301,2026-03-28,2028-05-16,2028-05-16,0.3079,FIXED,,,1,2464.66,BR-003,2,87.78,65.49,miscellaneous,,scheduled,current,0,,12.32
AA.ARRANGEMENT/1257497,LOAN,GHS,3636.05,5911.75,SBL-CUST-011722,LN.RET.PERS,1301,2024-10-11,2026-10-31,2026-10-31,0.3063,FIXED,,,1,3636.05,BR-002,2,1152.19,122.22,services.salary_credit,,scheduled,current,0,,18.18
AA.ARRANGEMENT/1257498,LOAN,GHS,4168.79,5685.12,SBL-CUST-004441,LN.RET.PERS,1301,2022-05-31,2027-01-05,2027-01-05,0.3281,FIXED,,,1,4168.79,BR-011,2,768.39,134.99,services.salary_credit,,scheduled,current,0,,20.84
AA.ARRANGEMENT/1257499,LOAN,GHS,3812.91,4012.91,SBL-CUST-011258,LN.RET.PERS,1301,2026-04-23,2028-10-09,2028-10-09,0.3161,FIXED,,,1,3812.91,BR-009,2,101.3,103.11,agriculture.other,,scheduled,current,0,,19.06
AA.ARRANGEMENT/1257506,LOAN,GHS,63849.15,68033.44,SBL-CUST-004853,LN.RET.PERS,1301,2024-09-02,2028-06-13,2028-06-13,0.3178,FIXED,,,1,63849.15,BR-002,2,2119.49,1747.07,transport.road,,scheduled,current,0,,319.25
AA.ARRANGEMENT/1257507,LOAN,GHS,34819.57,38861.28,SBL-CUST-007733,LN.RET.PERS,1301,2026-01-25,2027-10-17,2027-10-17,0.3076,FIXED,,,1,34819.57,BR-007,2,2046.43,945,miscellaneous,,scheduled,current,0,,174.10
AA.ARRANGEMENT/1257508,LOAN,GHS,19190.68,37447.15,SBL-CUST-000685,LN.RET.PERS,1301,2024-08-06,2026-10-25,2026-10-25,0.3032,FIXED,,,1,19190.68,BR-005,2,9242.12,718.4,transport.road,,scheduled,current,0,,95.95
AA.ARRANGEMENT/1257509,LOAN,GHS,21886.06,22700.97,SBL-CUST-012447,LN.RET.PERS,1301,2026-04-16,2029-04-30,2029-04-30,0.3172,FIXED,,,1,21886.06,BR-009,2,412.77,589.43,services.salary_credit,,scheduled,current,0,,109.43
AA.ARRANGEMENT/1257511,LOAN,GHS,20962.54,34114.31,SBL-CUST-009887,LN.RET.PERS,1301,2025-11-18,2026-11-13,2026-11-13,0.2944,FIXED,,,1,20962.54,BR-012,2,6655.57,677.56,services.salary_credit,,scheduled,current,0,,104.81
